variable,cepat_kode,nama,tingkat_pendidikan_id
M,5010585,D-IV BIDANG MANAJEMEN TRANSPORTASI,35
M,5010361,D-IV BIMBINGAN DAN KONSELING,35
M,5000759,D-IV BIOKIMIA,35
M,5000083,D-IV BIOLOGI,35
M,5080007,D-IV BIOTEKNOLOGI,35
M,5000764,D-IV BIOTEKNOLOGI PERIKANAN,35
M,5080164,D-IV BISNIS DAN LOGISTIK MARITIM,35
M,5080092,D-IV BISNIS DAN MANAJEMEN RITEL,35
M,5080093,D-IV BISNIS DIGITAL,35
M,5080165,D-IV BISNIS DIGITAL PARIWISATA,35
M,5080166,D-IV BISNIS JASA MAKANAN,35
M,5080167,D-IV BISNIS KREATIF,35
M,5080168,D-IV BISNIS MARITIM INTERNASIONAL,35
M,5080169,D-IV BISNIS MUSIK,35
M,5000187,D-IV BUDIDAYA PERAIRAN,35
M,5010020,D-IV BUDIDAYA PERIKANAN,35
M,5080170,D-IV BUDIDAYA PERIKANAN PRESISI,35
M,5080171,D-IV BUDIDAYA PERIKANAN TERPADU,35
M,9000684,D-IV BUDIDAYA TANAMAN PERKEBUNAN,35
M,5080009,D-IV DEMOGRAFI DAN PENCATATAN SIPIL,35
M,5000011,D-IV DESAIN GRAFIS,35
M,5000773,D-IV DESAIN INTERIOR,35
M,5000421,D-IV DESAIN KOMUNIKASI VISUAL,35
M,5080011,D-IV DESAIN MEDIA,35
M,5000803,D-IV DESAIN MODE,35
M,5000806,D-IV DESAIN MODE BATIK,35
M,5080172,D-IV DESAIN MODE KRIYA BATIK,35
M,5000807,D-IV DESAIN MODE TENUN,35
M,5080096,D-IV DESAIN PRODUK KAYU DAN SERAT,35
M,5080174,"D-IV DESAIN PRODUK KULIT, KARET, DAN PLASTIK",35
M,5000810,D-IV DESTINASI PARIWISATA,35
M,5000077,D-IV EKONOMI,35
M,5010033,D-IV EKONOMI AKUNTANSI,35
M,5010366,D-IV EKONOMI ISLAM,35
M,5000201,D-IV EKONOMI MANAJEMEN,35
M,5000087,D-IV EKONOMI PEMBANGUNAN,35
M,5010338,D-IV EKONOMI PERENCANAAN PEMBANGUNAN,35
M,5000826,D-IV EKONOMI PERTANIAN DAN AGRIBISNIS,35
M,9940581,D-IV EKONOMI SUMBER DAYA,35
M,5080271,D-IV EKONOMI SUMBER DAYA DAN LINGKUNGAN,35
M,5080424,D-IV EKONOMI SUMBERDAYA KELAUTAN,35
M,5000529,D-IV EKONOMI SYARIAH,35
M,5002300,D-IV EPIDEMIOLOGI,35
M,5000043,D-IV FARMASI,35
M,6202274,D-IV FILM DAN TELEVISI,35
M,5007201,D-IV FISIKA,35
M,5010172,D-IV FISIKA INSTRUMENTASI,35
M,5002100,D-IV FISIOTERAPI,35
M,5000170,D-IV GEODESI,35
M,5000299,D-IV GEOFISIKA,35
M,5000081,D-IV GEOGRAFI,35
M,5080272,D-IV GEOGRAFI DAN ILMU LINGKUNGAN,35
M,5080425,D-IV GEOGRAFI KARTOGRAFI,35
M,5000790,D-IV GEOGRAFI LINGKUNGAN,35
M,5000347,D-IV GEOLOGI,35
M,5006000,D-IV GIZI,35
M,5000544,D-IV GIZI DAN DIETETIKA,35
M,5209121,D-IV GIZI KLINIK,35
M,5080175,D-IV GIZI KLINIS,35
M,5000399,D-IV GIZI MASYARAKAT,35
M,5000108,D-IV HUBUNGAN INTERNASIONAL,35
M,5000147,D-IV HUBUNGAN MASYARAKAT,35
M,5000051,D-IV HUKUM,35
M,5010400,D-IV HUKUM BISNIS,35
M,5010177,D-IV HUKUM ISLAM,35
M,5080273,D-IV HUKUM SYARIAH,35
M,5000125,D-IV HUMANIORA,35
M,5080275,D-IV ILMU ADMINISTRASI NEGARA,35
M,5010276,D-IV ILMU ADMINISTRASI PUBLIK,35
M,5000045,D-IV ILMU AGAMA,35
M,5000034,D-IV ILMU AKUNTANSI,35
M,5000856,D-IV ILMU ATAU SAINS KELAUTAN,35
M,5070087,D-IV ILMU ATAU SAINS PERIKANAN,35
M,5010446,D-IV ILMU BIOLOGI,35
M,5102392,D-IV ILMU DAN TEKNOLOGI KELAUTAN,35
M,5000103,D-IV ILMU DAN TEKNOLOGI PANGAN,35
M,9940582,D-IV ILMU DESAIN,35
M,5070113,D-IV ILMU DESIGN TERAPAN,35
M,5000030,D-IV ILMU EKONOMI,35
M,5000031,D-IV ILMU EKONOMI DAN STUDI PEMBANGUNAN,35
M,5000098,D-IV ILMU EKONOMI MANAJEMEN,35
M,5010405,D-IV ILMU GEOGRAFI,35
M,5000401,D-IV ILMU GIZI,35
M,5000291,D-IV ILMU HUBUNGAN INTERNASIONAL,35
M,5000040,D-IV ILMU HUKUM,35
M,5000222,D-IV ILMU INFORMATIKA,35
M,5000216,D-IV ILMU KEARSIPAN,35
M,5080017,D-IV ILMU KEBIDANAN,35
M,5080085,D-IV ILMU KEDOKTERAN,35
M,5010484,D-IV ILMU KELAUTAN,35
M,9940586,D-IV ILMU KELUARGA,35
M,5010185,D-IV ILMU KEPERAWATAN,35
M,5000215,D-IV ILMU KESEHATAN,35
M,5010330,D-IV ILMU KESEHATAN MASYARAKAT,35
M,5010349,D-IV ILMU KESEJAHTERAAN SOSIAL,35
M,5000020,D-IV ILMU KOMPUTER,35
M,5070089,D-IV ILMU KOMPUTER DAN INFORMATIKA,35
M,5000046,D-IV ILMU KOMUNIKASI,35
M,5000176,D-IV ILMU LALU LINTAS DAN ANGKUTAN JALAN,35
M,5010604,D-IV ILMU LINGKUNGAN,35
M,5000065,D-IV ILMU MANAJEMEN,35
M,5000115,D-IV ILMU MANAJEMEN PEMASARAN,35
M,5000249,D-IV ILMU MANAJEMEN TRANSPORTASI DARAT,35
M,5080018,D-IV ILMU PANGAN,35
M,5070115,D-IV ILMU PEMBANGUNAN,35
M,5000041,D-IV ILMU PEMERINTAHAN,35
M,5010415,D-IV ILMU PENDIDIKAN,35
M,9940593,D-IV ILMU PENDIDIKAN LINGKUNGAN,35
M,9940594,D-IV ILMU PENDIDIKAN MASYARAKAT,35
M,9940595,D-IV ILMU PENDIDIKAN NON FORMAL,35
M,5010190,D-IV ILMU PERENCANAAN WILAYAH DAN KOTA,35
M,9940598,D-IV ILMU PERENCANAAN WILAYAH DAN PEDESAAN,35
M,5000058,D-IV ILMU PERIKANAN,35
M,5010289,D-IV ILMU PERTANIAN,35
M,5010448,D-IV ILMU PETERNAKAN,35
M,5000145,D-IV ILMU POLITIK,35
M,5070091,D-IV ILMU SAINS POLITIK,35
M,5010290,D-IV ILMU SOSIAL,35
M,5000091,D-IV ILMU STATISTIK,35
M,5000221,D-IV ILMU TANAH,35
M,5000057,D-IV ILMU TRANSPORTASI DARAT,35
M,5080446,D-IV INFORMASI KESEHATAN,35
M,5010538,D-IV INFORMATIKA,35
M,5080026,D-IV INFORMATIKA DAN KOMPUTER,35
M,5080276,D-IV INSTRUMENTASI KONTROL INDUSTRI,35
M,5080176,D-IV INTELIJEN TEKNOLOGI,35
M,5102408,D-IV JASA KONSTRUKSI,35
M,5000971,D-IV KARTOGRAFI DAN PENGINDERAAN JAUH,35
M,5080177,D-IV KEAMANAN DAN INTELIJEN SIBER,35
M,5080178,D-IV KEAMANAN EKONOMI DAN INTELIJEN KEUANGAN,35
M,5080027,D-IV KEAMANAN SISTEM INFORMASI,35
M,5080179,D-IV KEAMANAN SISTEM INFORMASI KEIMIGRASIAN,35
M,5010004,D-IV KEARSIPAN,35
M,5080435,D-IV KEARSIPAN DAN INFORMASI DIGITAL,35
M,5080090,D-IV KEARSIPAN DIGITAL,35
M,5001900,D-IV KEBIDANAN,35
M,5080277,D-IV KEBIDANAN (LULUSAN SAMPAI DENGAN TAHUN 2021),35
M,5080028,D-IV KEBIJAKAN DAN MANAJEMEN PAJAK,35
M,5000037,D-IV KEBIJAKAN PUBLIK,35
M,5080180,D-IV KECERDASAN BUATAN DAN ROBOTIK,35
M,5010589,D-IV KEDOKTERAN,35
M,5000177,D-IV KELAUTAN,35
M,5010206,D-IV KEPENDUDUKAN,35
M,5002000,D-IV KEPERAWATAN,35
M,5002002,D-IV KEPERAWATAN ANESTESI REANIMASI,35
M,5010301,D-IV KEPERAWATAN ANESTESIOLOGI,35
M,5080444,D-IV KEPERAWATAN DENGAN KOMPETENSI UNGGULAN KEPERAWATAN ANESTESI,35
M,5080445,D-IV KEPERAWATAN DENGAN SURAT KETERANGAN PENDAMPING IJAZAH KEPERAWATAN ANESTESIOLOGI,35
M,5010000,D-IV KEPERAWATAN GIGI,35
M,5070077,D-IV KESEHATAN DAN KESELAMATAN KERJA,35
M,5000491,D-IV KESEHATAN GIGI,35
M,5000786,D-IV KESEHATAN HEWAN,35
M,5080443,D-IV KESEHATAN JURUSAN/PEMINATAN/PROGRAM STUDI/KONSENTRASI KESELAMATAN DAN KESEHATAN KERJA,35
M,5000492,D-IV KESEHATAN KERJA,35
M,5000109,D-IV KESEHATAN LINGKUNGAN,35
M,5003000,D-IV KESEJAHTERAAN SOSIAL,35
M,5102410,D-IV KESELAMATAN DAN KESEHATAN KERJA,35
M,5102412,D-IV KEUANGAN DAN PERBANKAN,35
M,5102413,D-IV KEUANGAN DAN PERBANKAN SYARIAH,35
M,5001109,D-IV KEUANGAN PUBLIK,35
M,5102414,D-IV KEUANGAN SYARIAH,35
M,5000794,D-IV KEWIRAUSAHAAN,35
M,5007100,D-IV KIMIA,35
M,5000796,D-IV KIMIA INDUSTRI,35
M,5007102,D-IV KIMIA TEKSTIL,35
M,5000797,D-IV KIMIA TERAPAN,35
M,5000501,D-IV KOMPUTASI STATISTIK,35
M,5010209,D-IV KOMPUTER,35
M,5010309,D-IV KOMPUTER MULTIMEDIA,35
M,5010407,D-IV KOMUNIKASI,35
M,9940600,D-IV KOMUNIKASI HUBUNGAN MASYARAKAT,35
M,5000623,D-IV KOMUNIKASI MASSA,35
M,5001062,D-IV KOMUNIKASI PEMBANGUNAN,35
M,5080278,D-IV KOMUNIKASI PENYIARAN ISLAM,35
M,5080427,D-IV KONSERVASI BIOLOGI,35
M,5080428,D-IV KONSERVASI SUMBERDAYA ALAM,35
M,5102415,D-IV KONSTRUKSI BANGUNAN GEDUNG,35
M,5080410,D-IV LABORATORIUM MEDIS,35
M,5080181,D-IV LAYANAN PUBLIK,35
M,5080182,D-IV LAYANAN PUBLIK KEIMIGRASIAN,35
M,5010420,D-IV LINGKUNGAN,35
M,5010026,D-IV LLAJ,35
M,5000822,D-IV LOGISTIK,35
M,5080183,D-IV LOGISTIK NIAGA-EL,35
M,5080184,D-IV LOGISTIK PERDAGANGAN INTERNASIONAL,35
M,5000023,D-IV MANAJEMEN,35
M,5010373,D-IV MANAJEMEN AGRIBISNIS,35
M,5009061,D-IV MANAJEMEN ASET,35
M,5080281,D-IV MANAJEMEN ASET NEGARA,35
M,5080185,D-IV MANAJEMEN ASET SEKTOR PUBLIK,35
M,5070092,D-IV MANAJEMEN ATAU PENGELOLAAN SUMBER DAYA PERAIRAN,35
M,5000213,D-IV MANAJEMEN BISNIS,35
M,5010214,D-IV MANAJEMEN DAN KEBIJAKAN PUBLIK,35
M,5080033,D-IV MANAJEMEN DAN PENILAIAN PROPERTI,35
M,5010216,D-IV MANAJEMEN INFORMASI DAN KOMUNIKASI,35
M,5009053,D-IV MANAJEMEN INFORMASI KESEHATAN,35
M,5000503,D-IV MANAJEMEN INFORMATIKA,35
M,5080282,D-IV MANAJEMEN INFORMATIKA KESEHATAN,35
M,5001110,D-IV MANAJEMEN KEAMANAN DAN KESELAMATAN PUBLIK,35
M,5010421,D-IV MANAJEMEN KEARSIPAN,35
M,5010488,D-IV MANAJEMEN KESELAMATAN TRANSPORTASI DARAT,35
M,5000498,D-IV MANAJEMEN KESELAMATAN TRANSPORTASI JALAN,35
M,5000116,D-IV MANAJEMEN KEUANGAN,35
M,5080283,D-IV MANAJEMEN KEUANGAN NEGARA,35
M,5000630,D-IV MANAJEMEN KEUANGAN SEKTOR PUBLIK,35
M,5010217,D-IV MANAJEMEN KOMUNIKASI,35
M,5080034,D-IV MANAJEMEN KONSTRUKSI,35
M,5080187,D-IV MANAJEMEN KONTRAK PEMERINTAH,35
M,5000078,D-IV MANAJEMEN LOGISTIK,35
M,5001055,D-IV MANAJEMEN MEDIA DAN KOMUNIKASI,35
M,5010133,D-IV MANAJEMEN PARIWISATA,35
M,5080189,D-IV MANAJEMEN PELABUHAN PERIKANAN,35
M,5102421,D-IV MANAJEMEN PEMASARAN,35
M,5080191,D-IV MANAJEMEN PEMASARAN INTERNASIONAL,35
M,5010540,D-IV MANAJEMEN PEMBANGUNAN,35
M,5080192,D-IV MANAJEMEN PENANGGULANGAN BENCANA DAN KEGAWATDARURATAN,35
M,5010079,D-IV MANAJEMEN PERHOTELAN,35
M,5010489,D-IV MANAJEMEN PERHUBUNGAN DARAT,35
M,5080193,D-IV MANAJEMEN PERTAHANAN MATRA DARAT,35
M,5001125,D-IV MANAJEMEN PRODUKSI BERITA,35
M,5009090,D-IV MANAJEMEN PRODUKSI PEMBERITAAN,35
M,5000562,D-IV MANAJEMEN PRODUKSI SIARAN,35
M,5102426,D-IV MANAJEMEN PROYEK KONSTRUKSI,35
M,5102427,D-IV MANAJEMEN REKAYASA KONSTRUKSI,35
M,5000614,D-IV MANAJEMEN REKOD DAN ARSIP,35
M,5000868,D-IV MANAJEMEN SUMBER DAYA ALAM,35
M,5001111,D-IV MANAJEMEN SUMBER DAYA MANUSIA SEKTOR PUBLIK,35
M,5000209,D-IV MANAJEMEN SUMBER DAYA PERAIRAN,35
M,5080429,D-IV MANAJEMEN SUMBERDAYA HAYATI,35
M,7609276,D-IV MANAJEMEN TEKNIK STUDIO PRODUKSI,35
M,5080195,D-IV MANAJEMEN TEKNOLOGI REKAYASA,35
M,5000079,D-IV MANAJEMEN TRANSPORTASI,35
M,5000114,D-IV MANAJEMEN TRANSPORTASI DARAT,35
M,5010226,D-IV MANAJEMEN TRANSPORTASI KERETA API,35
M,5010131,D-IV MANAJEMEN TRANSPORTASI UDARA,35
M,5102430,D-IV MANUFAKTUR,35
M,5000155,D-IV MATEMATIKA,35
M,5000878,D-IV MEKANISASI PERTANIAN,35
M,5000879,D-IV MESIN OTOMOTIF,35
M,5080285,D-IV MIKROBIOLOGI PANGAN,35
M,5010302,D-IV MIPA,35
M,5080430,D-IV MITIGASI BENCANA,35
M,5010310,D-IV MULTIMEDIA,35
M,5080037,D-IV NANOTEKNOLOGI PANGAN,35
M,5009063,D-IV NAUTIKA,35
M,5000885,D-IV NUTRISI DAN MAKANAN TERNAK,35
M,5080286,D-IV NUTRISI PANGAN,35
M,5010424,D-IV OKUPASI TERAPI,35
M,5070146,D-IV ORTOTIK DAN PROSTETIK,35
M,5000284,D-IV ORTOTIK PROSTETIK,35
M,5000651,D-IV OSEANOGRAFI,35
M,5004000,D-IV PARIWISATA,35
M,5080039,D-IV PARIWISATA BAHARI,35
M,5001300,D-IV PEKERJAAN SOSIAL,35
M,5000093,D-IV PEMANFAATAN SUMBER DAYA PERIKANAN,35
M,5080287,D-IV PEMANFATAAN SUMBER DAYA PERAIRAN,35
M,5010377,D-IV PEMBANGKIT TENAGA LISTRIK,35
M,5001112,D-IV PEMBANGUNAN EKONOMI DAN PEMBERDAYAAN MASYARAKAT,35
M,5000631,D-IV PEMBANGUNAN EKONOMI KEWILAYAHAN,35
M,5080198,D-IV PEMBANGUNAN PEDESAAN DAN EKONOMI MASYARAKAT,35
M,5010577,D-IV PEMBANGUNAN SOSIAL,35
M,5010495,D-IV PEMBANGUNAN WILAYAH,35
M,5000361,D-IV PEMERINTAHAN,35
M,5080440,D-IV PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI ENTOMOLOGI KESEHATAN,35
M,5080441,D-IV PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI KESEHATAN LINGKUNGAN,35
M,5080442,D-IV PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI SANITASI LINGKUNGAN,35
M,5080447,D-IV PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI TEKNOLOGI LABORATORIUM MEDIK,35
M,5080448,D-IV PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI TEKNOLOGI LABORATORIUM MEDIS,35
M,5010303,D-IV PENATA ANESTESI,35
M,5000327,D-IV PENDIDIKAN,35
M,5010093,D-IV PENDIDIKAN BAHASA INDONESIA,35
M,5080291,D-IV PENDIDIKAN BUDIDAYA PERAIRAN,35
M,5010104,D-IV PENDIDIKAN EKONOMI,35
M,5010100,D-IV PENDIDIKAN FISIKA,35
M,5000165,D-IV PENDIDIKAN GEOGRAFI,35
M,8400879,D-IV PENDIDIKAN GURU ANAK USIA DINI,35
M,5000449,D-IV PENDIDIKAN LUAR BIASA,35
M,8400903,D-IV PENDIDIKAN LUAR BIASA/PENDIDIKAN KHUSUS,35
M,5010092,D-IV PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,35
M,5000149,D-IV PENDIDIKAN TATA RIAS,35
M,5010070,D-IV PENDIDIKAN TEKNIK INFORMATIKA,35
M,5000597,D-IV PENGELOLAAN AGRIBISNIS,35
M,5080199,D-IV PENGELOLAAN AGRIBISNIS PERKEBUNAN,35
M,5000613,D-IV PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,35
M,5000681,D-IV PENGELOLAAN KONVENSI DAN ACARA,35
M,5000683,D-IV PENGELOLAAN PERHOTELAN,35
M,5000592,D-IV PENGELOLAAN PERKEBUNAN,35
M,5080200,D-IV PENGELOLAAN PERKEBUNAN KOPI,35
M,5080201,D-IV PENGELOLAAN PERTANIAN LAHAN KERING,35
M,5080293,D-IV PENGELOLAAN SUMBER DAYA ALAM,35
M,5000446,D-IV PENGELOLAAN SUMBER DAYA PERAIRAN,35
M,5080432,D-IV PENGELOLAAN SUMBERDAYA HAYATI,35
M,5000691,D-IV PENGELOLAAN USAHA REKREASI,35
M,5080202,D-IV PENGEMBANGAN PRODUK AGROINDUSTRI,35
M,5009040,D-IV PENGEMBANGAN SOSIAL MASYARAKAT,35
M,5080294,D-IV PENGEMBANGAN WILAYAH DAN KOTA,35
M,5080134,D-IV PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,35
M,5000622,D-IV PENGOBATAN TRADISIONAL,35
M,5080203,D-IV PENGOBATAN TRADISIONAL INDONESIA,35
M,5070078,D-IV PENGOBATAN TRADISIONAL TIONGKOK,35
M,5070094,D-IV PENGOLAHAN DAN PENYIMPANAN HASIL PERIKANAN,35
M,5000089,D-IV PENGOLAHAN HASIL PERIKANAN,35
M,5080204,D-IV PENYELAMATAN DAN BANTUAN INTERNASIONAL,35
M,5000610,D-IV PENYIARAN,35
M,5001015,D-IV PENYULUH PERIKANAN,35
M,5001101,D-IV PENYULUH PERTANIAN,35
M,5000335,D-IV PENYULUH PETERNAKAN,35
M,5000196,D-IV PENYULUHAN PERIKANAN,35
M,5000665,D-IV PENYULUHAN PERKEBUNAN PRESISI,35
M,5000621,D-IV PENYULUHAN PERTANIAN BERKELANJUTAN,35
M,5000698,D-IV PENYULUHAN PERTANIAN LAHAN KERING,35
M,5080107,D-IV PENYULUHAN PETERNAKAN DAN KESEJAHTERAAN HEWAN,35
M,5080205,D-IV PERADILAN PIDANA,35
M,5080044,D-IV PERANCANGAN BANGUNAN GEDUNG,35
M,5102432,D-IV PERANCANGAN JALAN DAN JEMBATAN,35
M,5080439,D-IV PERAWAT YANG MEMILIKI SERTIFIKAT PELATIHAN ANESTESI SEBELUM 1 JUNI 2021,35
M,5080109,D-IV PERBANKAN DAN KEUANGAN DIGITAL,35
M,5080110,D-IV PEREKAM DAN INFORMASI KESEHATAN,35
M,5010427,D-IV PERENCANAAN PEMBANGUNAN,35
M,5080296,D-IV PERENCANAAN PERUMAHAN DAN PERMUKIMAN,35
M,5080045,D-IV PERENCANAAN TATA RUANG DAN PERTANAHAN,35
M,5010531,D-IV PERENCANAAN WILAYAH,35
M,5000409,D-IV PERENCANAAN WILAYAH DAN KOTA,35
M,5010136,D-IV PERHOTELAN,35
M,5010240,D-IV PERHUBUNGAN,35
M,5010113,D-IV PERHUBUNGAN DARAT,35
M,5001000,D-IV PERIKANAN,35
M,5010241,D-IV PERIKANAN BUDIDAYA,35
M,5080297,D-IV PERIKANAN DAN ILMU KELAUTAN,35
M,5010242,D-IV PERIKANAN TANGKAP,35
M,5080046,D-IV PERLINDUNGAN DAN PEMBERDAYAAN SOSIAL,35
M,5001001,D-IV PERMESINAN PERIKANAN,35
M,5080048,D-IV PERPUSTAKAAN DIGITAL,35
M,5010243,D-IV PERTAHANAN,35
M,5000179,D-IV PERTANAHAN,35
M,5001100,D-IV PERTANIAN,35
M,5001200,D-IV PETERNAKAN,35
M,5000214,D-IV PLANOLOGI,35
M,5000448,D-IV PLB TUNA RUNGU,35
M,9400163,D-IV POLITIK DAN PEMERINTAHAN,35
M,5001113,D-IV POLITIK INDONESIA TERAPAN,35
M,5001114,D-IV PRAKTIK PERPOLISIAN TATA PAMONG,35
M,5000624,D-IV PRODUKSI FILM DAN TELEVISI,35
M,5102435,D-IV PRODUKSI GARMEN,35
M,5080091,D-IV PRODUKSI MEDIA,35
M,5009079,D-IV PROMOSI KESEHATAN,35
M,5000661,D-IV PROSES MANUFAKTUR,35
M,5000036,D-IV PSIKOLOGI,35
M,5010511,D-IV PSIKOLOGI UMUM,35
M,5010570,D-IV RADIODIAGNOSTIK DAN RADIOTERAPI,35
M,5000003,D-IV RADIOLOGI,35
M,5009030,D-IV REHABILITASI SOSIAL,35
M,5000412,D-IV REKAM MEDIK,35
M,5010628,D-IV REKAM MEDIS,35
M,5010566,D-IV REKAM MEDIS DAN INFORMASI KESEHATAN,35
M,5010314,D-IV REKAYASA ELEKTRO,35
M,5080298,D-IV REKAYASA ELEKTRONIKA,35
M,5080049,D-IV REKAYASA FISIKA,35
M,5080299,D-IV REKAYASA GEODESI,35
M,5080300,D-IV REKAYASA GEOLOGI,35
M,5080301,D-IV REKAYASA GEOMATIKA,35
M,5080433,D-IV REKAYASA INFRASTRUKTUR DAN LINGKUNGAN,35
M,5080052,D-IV REKAYASA KAYU,35
M,5109928,D-IV REKAYASA KEAMANAN SIBER,35
M,5080302,D-IV REKAYASA KELAUTAN,35
M,5080436,D-IV REKAYASA KONSTRUKSI,35
M,5109926,D-IV REKAYASA KRIPTOGRAFI,35
M,5080303,D-IV REKAYASA LINGKUNGAN,35
M,5080304,D-IV REKAYASA LOGISTIK,35
M,5080053,D-IV REKAYASA MATERIAL,35
M,5080054,D-IV REKAYASA MESIN,35
M,5080305,D-IV REKAYASA METALURGI,35
M,5080209,D-IV REKAYASA PERANCANGAN MEKANIK,35
M,5109927,D-IV REKAYASA PERANGKAT KERAS KRIPTOGRAFI,35
M,5000265,D-IV REKAYASA PERANGKAT LUNAK,35
M,5010315,D-IV REKAYASA SIPIL,35
M,5000584,D-IV REKAYASA SISTEM TRANSPORTASI JALAN,35
M,5080210,D-IV REKAYASA SISTEM TRANSPORTASI PERKERETAAPIAN,35
M,5080306,D-IV REKAYASA TEKNOLOGI MANUFAKTUR,35
M,5080211,D-IV RELASI INDUSTRI,35
M,5080057,D-IV SAINS DATA TERAPAN,35
M,5080307,D-IV SAINS KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,35
M,5080308,D-IV SAINS LINGKUNGAN,35
M,5080309,D-IV SAINS PERIKANAN,35
M,5070148,D-IV SANITASI LINGKUNGAN,35
M,5010251,D-IV SASTRA INDONESIA,35
M,5000068,D-IV SASTRA INGGRIS,35
M,9000026,D-IV SENI MUSIK,35
M,5001021,D-IV SENI PERTUNJUKAN,35
M,5010080,D-IV SISTEM INFORMASI,35
M,5080137,D-IV SISTEM INFORMASI BISNIS,35
M,5080059,D-IV SISTEM INFORMASI GEOGRAFIS,35
M,5000593,D-IV SISTEM INFORMASI INDUSTRI OTOMOTIF,35
M,5080060,D-IV SISTEM INFORMASI KOTA CERDAS,35
M,5102437,D-IV SISTEM KELISTRIKAN,35
M,5010279,D-IV SISTEM KOMPUTER,35
M,5070079,D-IV SISTEM MANAJEMEN INFORMASI KESEHATAN,35
M,5102438,D-IV SISTEM PEMBANGKIT ENERGI,35
M,5080215,D-IV SISTEM SIBER-FISIK,35
M,5000146,D-IV SOSIAL,35
M,5000061,D-IV SOSIAL EKONOMI PERIKANAN,35
M,5010617,D-IV SOSIAL EKONOMI PERTANIAN,35
M,5010253,D-IV SOSIAL POLITIK,35
M,5000063,D-IV SOSIATRI,35
M,5010017,D-IV SOSIOLOGI,35
M,5010254,D-IV SOSIOLOGI PEDESAAN,35
M,5000500,D-IV STATISTIK,35
M,5000502,D-IV STATISTIK EKONOMI,35
M,5009043,D-IV STATISTIK SOSIAL DAN KEPENDUDUKAN,35
M,5000121,D-IV STATISTIKA,35
M,5000656,D-IV STATISTIKA BISNIS,35
M,5000625,D-IV STATISTIKA TERAPAN,35
M,5010336,D-IV STUDI DEMOGRAFI DAN CATATAN SIPIL,35
M,5080217,D-IV STUDI INTELIJEN,35
M,5000657,D-IV STUDI KEBIJAKAN PUBLIK,35
M,5001115,D-IV STUDI KEPENDUDUKAN DAN PENCATATAN SIPIL,35
M,5010143,D-IV STUDI PEMBANGUNAN,35
M,5080312,D-IV SUMBER DAYA AKUATIK,35
M,5080313,D-IV SUMBER DAYA PERAIRAN,35
M,5080314,D-IV TATA OPERASI SELULAR,35
M,5010256,D-IV TATALAKSANA ANGKUTAN LAUT DAN KEPELABUHANAN,35
M,5000400,D-IV TEKNIK,35
M,5000124,D-IV TEKNIK ARSITEKTUR,35
M,5000457,D-IV TEKNIK BANGUNAN RAWA,35
M,5009041,D-IV TEKNIK DAN MANAJEMEN INDUSTRI,35
M,5080315,D-IV TEKNIK DAN MANAJEMEN INFORMATIKA,35
M,5000440,D-IV TEKNIK ELEKTRO,35
M,5080420,D-IV TEKNIK ELEKTRO ARUS KUAT,35
M,5000413,D-IV TEKNIK ELEKTRO INDUSTRI,35
M,5000470,D-IV TEKNIK ELEKTROMEDIK,35
M,5000270,D-IV TEKNIK ELEKTRONIKA,35
M,5102441,D-IV TEKNIK ENERGI,35
M,5010258,D-IV TEKNIK ENERGI TERBARUKAN,35
M,5000025,D-IV TEKNIK FISIKA,35
M,5000122,D-IV TEKNIK GEODESI,35
M,5001069,D-IV TEKNIK GEODESI DAN GEOMATIKA,35
M,5080316,D-IV TEKNIK GEODESI DAN LINGKUNGAN,35
M,5010351,D-IV TEKNIK GEOFISIKA,35
M,5000039,D-IV TEKNIK GEOLOGI,35
M,5010259,D-IV TEKNIK GEOMATIKA,35
M,5000026,D-IV TEKNIK INDUSTRI,35
M,5000599,D-IV TEKNIK INDUSTRI OTOMOTIF,35
M,5001073,D-IV TEKNIK INDUSTRI PERTANIAN,35
M,5010468,D-IV TEKNIK INFORMASI,35
M,5080325,D-IV TEKNIK INFORMATIKA,35
M,5080434,D-IV TEKNIK INFRASTRUKTUR DAN LINGKUNGAN,35
M,5080317,D-IV TEKNIK INFRASTRUKTUR SIPIL DAN ARSITEKTUR,35
M,5001074,D-IV TEKNIK INSTALASI LISTRIK,35
M,5000541,D-IV TEKNIK INSTRUMENTASI KILANG,35
M,5009059,D-IV TEKNIK JALAN DAN JEMBATAN,35
M,5080318,D-IV TEKNIK JARINGAN TELEKOMUNIKASI,35
M,5000204,D-IV TEKNIK KELAUTAN,35
M,5010121,D-IV TEKNIK KESELAMATAN DAN KESEHATAN KERJA,35
M,5010298,D-IV TEKNIK KESELAMATAN OTOMOTIF,35
M,5009049,D-IV TEKNIK KIMIA,35
M,5000056,D-IV TEKNIK KOMPUTER,35
M,5000153,D-IV TEKNIK KOMPUTER DAN INFORMATIKA,35
